source ID,source name,source ref,source type,mapping type,target ID,target name,target ref,target type,mapping description,STIX ID,created,last modified
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1556.001,Domain Controller Authentication,attack-pattern--d4b96d2c-1032-4b22-9235-2b5b649d0605,technique,"Integrating multi-factor authentication (MFA) as part of organizational policy can greatly reduce the risk of an adversary gaining control of valid credentials that may be used for additional tactics such as initial access, lateral movement, and collecting information. MFA can also be used to restrict access to cloud resources and APIs. ",relationship--acd4512e-3ef7-4c33-9fc1-c3829efebe60,16 March 2020,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1601.002,Downgrade System Image,attack-pattern--fc74ba38-dc98-461f-8611-b3dbf9978e3d,technique,Use multi-factor authentication for user and privileged accounts. Most embedded network devices support TACACS+ and/or RADIUS.  Follow vendor prescribed best practices for hardening access control.(Citation: Cisco IOS Software Integrity Assurance - TACACS),relationship--6e32fdd0-c094-405e-8246-7502c9aedb68,19 October 2020,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1114,Email Collection,attack-pattern--1608f3e1-598a-42f4-a01a-2e252e81728f,technique,Use of multi-factor authentication for public-facing webmail servers is a recommended best practice to minimize the usefulness of usernames and passwords to adversaries.,relationship--3709ccc2-2370-4dc9-92ac-792867bbdea4,21 June 2019,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1133,External Remote Services,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d,technique,"Use strong two-factor or multi-factor authentication for remote service accounts to mitigate an adversary's ability to leverage stolen credentials, but be aware of [Multi-Factor Authentication Interception](https://attack.mitre.org/techniques/T1111) techniques for some two-factor authentication implementations.",relationship--e23d57b4-5bc4-4d06-9084-9c99464c4af8,17 July 2019,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1556.007,Hybrid Identity,attack-pattern--54ca26f3-c172-4231-93e5-ccebcac2161f,technique,"Integrating multi-factor authentication (MFA) as part of organizational policy can greatly reduce the risk of an adversary gaining control of valid credentials that may be used for additional tactics such as initial access, lateral movement, and collecting information. MFA can also be used to restrict access to cloud resources and APIs. ",relationship--77a73e89-d4b6-47c7-8676-8208c3797680,28 September 2022,16 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1136.001,Local Account,attack-pattern--635cbe30-392d-4e27-978e-66774357c762,technique,Use multi-factor authentication for user and privileged accounts.,relationship--1e4070de-5bae-4900-a3a8-907190f34dd4,28 January 2020,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1078.003,Local Accounts,attack-pattern--fdc47f44-dd32-4b99-af5f-209f556f63c2,technique,"Enable multi-factor authentication (MFA) for local accounts to add an extra layer of protection against credential theft and misuse. MFA can be implemented using methods like mobile-based authenticators or hardware tokens, even in environments that do not rely on domain controllers or cloud services. This additional security measure can help reduce the risk of adversaries gaining unauthorized access to local systems and resources.",relationship--528d581d-aa34-4162-a773-6b329c3af4cb,07 October 2024,16 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1556,Modify Authentication Process,attack-pattern--f4c1826f-a322-41cd-9557-562100848c84,technique,"Integrating multi-factor authentication (MFA) as part of organizational policy can greatly reduce the risk of an adversary gaining control of valid credentials that may be used for additional tactics such as initial access, lateral movement, and collecting information. MFA can also be used to restrict access to cloud resources and APIs. ",relationship--2686dfb7-60ab-424c-add2-2f164a98cfa4,16 March 2020,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1601,Modify System Image,attack-pattern--ae7f3575-0a5e-427e-991b-fe03ad44c754,technique,Use multi-factor authentication for user and privileged accounts. Most embedded network devices support TACACS+ and/or RADIUS.  Follow vendor prescribed best practices for hardening access control.(Citation: Cisco IOS Software Integrity Assurance - TACACS),relationship--441e6528-4342-4387-848b-febb051e05f7,19 October 2020,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1556.006,Multi-Factor Authentication,attack-pattern--b4409cd8-0da9-46e1-a401-a241afd4d1cc,technique,"Ensure that MFA and MFA policies and requirements are properly implemented for existing and deactivated or dormant accounts and devices. If possible, consider configuring MFA solutions to ""fail closed"" rather than grant access in case of serious errors.",relationship--eb985609-6a5f-4e44-9bae-bfbc1e93d978,31 May 2022,16 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1621,Multi-Factor Authentication Request Generation,attack-pattern--954a1639-f2d6-407d-aef3-4917622ca493,technique,"Implement more secure 2FA/MFA mechanisms in replacement of simple push or one-click 2FA/MFA options. For example, having users enter a one-time code provided by the login screen into the 2FA/MFA application or utilizing other out-of-band 2FA/MFA mechanisms (such as rotating code-based hardware tokens providing rotating codes that need an accompanying user pin) may be more secure. Furthermore, change default configurations and implement limits upon the maximum number of 2FA/MFA request prompts that can be sent to users in period of time.(Citation: MFA Fatigue Attacks - PortSwigger)",relationship--3a907723-bc0a-4a35-a9fc-dd45ad7752a8,01 April 2022,16 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1599.001,Network Address Translation Traversal,attack-pattern--4ffc1794-ec3b-45be-9e52-42dbcb2af2de,technique,Use multi-factor authentication for user and privileged accounts. Most embedded network devices support TACACS+ and/or RADIUS.  Follow vendor prescribed best practices for hardening access control. (Citation: Cisco IOS Software Integrity Assurance - TACACS),relationship--7b6a48c0-9bcc-47d2-976a-e7dbaa00f4bc,19 October 2020,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1599,Network Boundary Bridging,attack-pattern--b8017880-4b1e-42de-ad10-ae7ac6705166,technique,Use multi-factor authentication for user and privileged accounts. Most embedded network devices support TACACS+ and/or RADIUS.  Follow vendor prescribed best practices for hardening access control.(Citation: Cisco IOS Software Integrity Assurance - TACACS),relationship--3541e998-a3ac-42d7-8a66-f66da6f9162a,19 October 2020,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1556.004,Network Device Authentication,attack-pattern--fa44a152-ac48-441e-a524-dd7b04b8adcd,technique,Use multi-factor authentication for user and privileged accounts. Most embedded network devices support TACACS+ and/or RADIUS.  Follow vendor prescribed best practices for hardening access control. (Citation: Cisco IOS Software Integrity Assurance - TACACS),relationship--fa8d6c79-557f-44e1-a27b-55f87b2c8084,19 October 2020,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1040,Network Sniffing,attack-pattern--3257eb21-f9a7-4430-8de1-d8b6e288f529,technique,Use multi-factor authentication wherever possible.,relationship--0ccddf91-2cf3-4801-a10b-ca4d253f2c8c,24 June 2019,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1110.002,Password Cracking,attack-pattern--1d24cdee-9ea2-4189-b08e-af110bf2435d,technique,"Use multi-factor authentication. Where possible, also enable multi-factor authentication on externally facing services.",relationship--dc1b1842-ce36-46ec-83d5-66292d65c463,20 February 2020,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1110.001,Password Guessing,attack-pattern--09c4c11e-4fa1-4f8c-8dad-3cf8e69ad119,technique,"Use multi-factor authentication. Where possible, also enable multi-factor authentication on externally facing services.",relationship--7fad18cd-28b4-47b4-8b38-f8beaf1120ad,20 February 2020,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1110.003,Password Spraying,attack-pattern--692074ae-bb62-4a5e-a735-02cb6bde458c,technique,"Use multi-factor authentication. Where possible, also enable multi-factor authentication on externally facing services.",relationship--64201f56-d678-4ed2-b759-c78bf9e4d82a,20 February 2020,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1601.001,Patch System Image,attack-pattern--d245808a-7086-4310-984a-a84aaaa43f8f,technique,Use multi-factor authentication for user and privileged accounts. Most embedded network devices support TACACS+ and/or RADIUS.  Follow vendor prescribed best practices for hardening access control.(Citation: Cisco IOS Software Integrity Assurance - TACACS),relationship--f1d0e2ed-3d68-4606-8a1c-3a78f9b55afe,19 October 2020,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1556.003,Pluggable Authentication Modules,attack-pattern--06c00069-771a-4d57-8ef5-d3718c1a8771,technique,"Integrating multi-factor authentication (MFA) as part of organizational policy can greatly reduce the risk of an adversary gaining control of valid credentials that may be used for additional tactics such as initial access, lateral movement, and collecting information.",relationship--22501b39-e106-4a7f-b915-013c30f47af8,26 June 2020,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1021.001,Remote Desktop Protocol,attack-pattern--eb062747-2193-45de-8fa2-e62549c37ddf,technique,Use multi-factor authentication for remote logins.(Citation: Berkley Secure),relationship--96014091-aba9-4b8f-ac6a-6cdeb593cf30,12 February 2020,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1114.002,Remote Email Collection,attack-pattern--b4694861-542c-48ea-9eb1-10d356e7140a,technique,Use of multi-factor authentication for public-facing webmail servers is a recommended best practice to minimize the usefulness of usernames and passwords to adversaries.,relationship--854e11fd-f29e-4b7e-a3c2-f4c8c9ee302f,19 February 2020,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1021,Remote Services,attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba,technique,Use multi-factor authentication on remote service logons where possible.,relationship--df529a76-525d-4a35-a9d2-48ec41f71459,06 October 2021,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1021.004,SSH,attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6,technique,"Require multi-factor authentication for SSH connections wherever possible, such as password protected SSH keys.",relationship--77c5bb7d-9584-4d57-850b-6349984181a8,12 February 2020,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1072,Software Deployment Tools,attack-pattern--92a78814-b191-47ca-909c-1ccfe3777414,technique,Ensure proper system and access isolation for critical network systems through use of multi-factor authentication.,relationship--c869db21-9c91-4449-b316-408bcab56e1b,18 July 2019,28 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1539,Steal Web Session Cookie,attack-pattern--10ffac09-e42d-4f56-ab20-db94c67d76ff,technique,"A physical second factor key that uses the target login domain as part of the negotiation protocol will prevent session cookie theft through proxy methods.(Citation: Evilginx 2 July 2018)

Implement Conditional Access policies with Token Protection to bind session tokens to their originating device and user. This reduces the risk of session cookie theft by ensuring that stolen tokens cannot be reused from unauthorized locations or devices.",relationship--7a1cf82e-68e5-49ca-89ae-e492cd85dab4,14 October 2019,16 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1199,Trusted Relationship,attack-pattern--9fa07bef-9c81-421e-a8e5-ad4366c5a925,technique,Require MFA for all delegated administrator accounts.(Citation: Microsoft Nobelium Admin Privileges),relationship--884c3843-5065-4919-ad6e-0f77130b4d36,27 May 2022,16 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1078,Valid Accounts,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,technique,"Implement multi-factor authentication (MFA) across all account types, including default, local, domain, and cloud accounts, to prevent unauthorized access, even if credentials are compromised. MFA provides a critical layer of security by requiring multiple forms of verification beyond just a password. This measure significantly reduces the risk of adversaries abusing valid accounts to gain initial access, escalate privileges, maintain persistence, or evade defenses within your network.",relationship--98167cc6-96de-4f02-83b1-78d7633c4106,07 October 2024,16 April 2025
M1032,Multi-factor Authentication,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,mitigation,mitigates,T1669,Wi-Fi Networks,attack-pattern--fde016f6-211a-41c8-a4ab-301f1e419c62,technique,"Harden access requirements for Wi-Fi networks through using two or more pieces of evidence to authenticate, such as a username and password in addition to a token from a physical smart card or token generator.",relationship--1f110a49-63e2-4b73-b109-59694b419072,25 February 2025,16 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1557.002,ARP Cache Poisoning,attack-pattern--cabe189c-a0e3-4965-a473-dcff00f17213,technique,Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.,relationship--55e36f24-f7dd-4966-b39f-88349b86fff3,15 October 2020,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1557,Adversary-in-the-Middle,attack-pattern--035bb001-ab69-4a0b-9f6c-2de8b09e1b9d,technique,Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.,relationship--911ca56b-8fd3-4efc-855c-f1754c8b05b7,28 March 2020,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1071,Application Layer Protocol,attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.,relationship--19f35c88-92c4-4e98-b024-be9f6731bdb5,21 June 2019,16 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1573.002,Asymmetric Cryptography,attack-pattern--bf176076-b789-408e-8cba-7275e81c0ada,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.,relationship--a601c8b3-4d54-42d9-a2fd-61455a5dff4a,16 March 2020,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1102.002,Bidirectional Communication,attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.,relationship--ff5db468-c3a7-4292-9a50-237cf163cb37,14 March 2020,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1557.003,DHCP Spoofing,attack-pattern--59ff91cd-1430-4075-8563-e6f15f4f9ff5,technique,Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.(Citation: dhcp_serv_op_events),relationship--796be792-45ef-4052-bcee-1ce1384a80f7,24 March 2022,16 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1071.004,DNS,attack-pattern--1996eef1-ced3-4d7f-bf94-33298cabbf72,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. ,relationship--c9f53392-065d-4573-a08a-37bc3d24d3e5,15 March 2020,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1132,Data Encoding,attack-pattern--cc7b8c4e-9be0-47ca-b0bb-83915ec3ee2f,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)",relationship--1e2075a3-5271-4ebf-aa9b-6a09ea985b76,14 June 2019,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1001,Data Obfuscation,attack-pattern--ad255bfe-a9e6-4b52-a258-8d3462abe842,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate some obfuscation activity at the network level.,relationship--82cf0b15-1cd0-4539-b3fe-63ee4d379113,21 June 2019,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1030,Data Transfer Size Limits,attack-pattern--c3888c54-775d-4b2f-b759-75a2ececcbfd,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level.,relationship--a0a004fe-2636-4f6d-85c7-2401768252a2,24 June 2019,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1602,Data from Configuration Repository,attack-pattern--0ad7bc5c-235a-4048-944b-3b286676cb74,technique,Configure intrusion prevention devices to detect SNMP queries and commands from unauthorized sources.(Citation: US-CERT-TA18-106A),relationship--c217ea78-f411-4dd1-a019-8aa3e366df23,19 October 2020,16 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1102.001,Dead Drop Resolver,attack-pattern--f7827069-0bf2-4764-af4f-23fae0d181b7,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.,relationship--9b9f3a63-98f1-4ea5-9c64-00bc6f237778,14 March 2020,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1568.002,Domain Generation Algorithms,attack-pattern--118f61a5-eb3e-4fb6-931f-2096647f4ecd,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Malware researchers can reverse engineer malware variants that use DGAs and determine future domains that the malware will attempt to contact, but this is a time and resource intensive effort.(Citation: Cybereason Dissecting DGAs)(Citation: Cisco Umbrella DGA Brute Force) Malware is also increasingly incorporating seed values that can be unique for each instance, which would then need to be determined to extract future generated domains. In some cases, the seed that a particular sample uses can be extracted from DNS traffic.(Citation: Akamai DGA Mitigation) Even so, there can be thousands of possible domains generated per day; this makes it impractical for defenders to preemptively register all possible C2 domains due to the cost.",relationship--1e624981-b765-41ac-a2dc-468ba07e3614,10 March 2020,16 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1568,Dynamic Resolution,attack-pattern--7bd9c723-2f78-4309-82c5-47cad406572b,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Malware researchers can reverse engineer malware variants that use dynamic resolution and determine future C2 infrastructure that the malware will attempt to contact, but this is a time and resource intensive effort.(Citation: Cybereason Dissecting DGAs)(Citation: Cisco Umbrella DGA Brute Force)",relationship--0c2dadcb-36c4-4255-a53d-e54f1bb71c5f,12 March 2020,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1573,Encrypted Channel,attack-pattern--b8902400-e6c5-4ba2-95aa-2d35b442b118,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.,relationship--c1b721af-9d2b-47a2-a712-3bff64628148,16 March 2020,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1557.004,Evil Twin,attack-pattern--48b836c6-e4ca-435a-82a3-29c03e5b492e,technique,Wireless intrusion prevention systems (WIPS) can identify traffic patterns indicative of adversary-in-the-middle activity and scan for evils twins and rogue access points.,relationship--70f6424e-7bc0-4baf-9ed5-46f6e9b72427,17 September 2024,16 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1048,Exfiltration Over Alternative Protocol,attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level.,relationship--7bdcd3e6-f741-4f62-9495-3111309adad8,24 June 2019,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,attack-pattern--8e350c1d-ac79-4b5c-bd4e-7476d7e84ec5,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level. ,relationship--4ff00908-ef82-45dc-bb71-bf1cea80063e,15 March 2020,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1041,Exfiltration Over C2 Channel,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool command and control signatures over time or construct protocols in such a way to avoid detection by common defensive tools. (Citation: University of Birmingham C2)",relationship--34503727-d78b-4e67-b944-83546cc473e2,20 June 2019,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,attack-pattern--79a4052e-1a89-4b09-aea6-51f1d11fe19c,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level. ,relationship--51d3bdc8-5fe4-470a-9ffa-5497caf4493c,15 March 2020,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,attack-pattern--fb8d023d-45be-47e9-bc51-f56bcae6435b,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level. ,relationship--1a493d52-b97f-4cf3-a85b-1e9aaa66a410,15 March 2020,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1090.002,External Proxy,attack-pattern--69b8fd78-40e8-4600-ae4d-662c9d7afdb3,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific C2 protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools.(Citation: University of Birmingham C2)",relationship--3c67124e-e215-4c33-aff7-7a7b98735a0f,14 March 2020,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1008,Fallback Channels,attack-pattern--f24faf46-3b26-4dbb-98f2-63460498e433,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)",relationship--1469ff36-c655-4513-8ffa-81dcb55c4ae6,21 June 2019,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1071.002,File Transfer Protocols,attack-pattern--9a60a291-8960-4387-8a4a-2ab5c18bb50b,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. ,relationship--bd072d13-3815-46eb-ae84-1aba38db3fab,15 March 2020,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1105,Ingress Tool Transfer,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware or unusual data transfer over known protocols like FTP can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools.(Citation: University of Birmingham C2)",relationship--1ddae833-8280-4afa-b2b0-e250e22104fe,21 June 2019,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1090.001,Internal Proxy,attack-pattern--f6dacc85-b37d-458e-b58d-74fc4bbf5755,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific C2 protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools.(Citation: University of Birmingham C2)",relationship--864def70-2079-4015-8852-d77e19dd086c,14 March 2020,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1001.001,Junk Data,attack-pattern--f7c0689c-4dbd-489b-81be-7cb7c7079ade,technique,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate some obfuscation activity at the network level. ,relationship--7fd7a4ea-aa95-4037-8bb2-0ff6b06de179,15 March 2020,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,attack-pattern--650c784b-7504-4df7-ab2c-4ea882384d1e,technique,Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.,relationship--6a1dd165-a32a-405c-8c1b-c0a17c8ce710,28 March 2020,28 April 2025
M1031,Network Intrusion Prevention,course-of-action--12241367-a8b7-49b4-b86e-2236901ba50c,mitigation,mitigates,T1570,Lateral Tool Transfer,attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5,technique,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware or unusual data transfer over known tools and protocols like FTP can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. (Citation: University of Birmingham C2)",relationship--6f1f4c7b-dc86-44e3-9ff2-ea9451ea90ee,11 March 2020,28 April 2025
